iter	Passed	Remaining
1676	13514	26779
1677	13522	26771
1678	13530	26763
1679	13538	26755
1680	13546	26746
1681	13554	26738
1682	13562	26730
1683	13570	26722
1684	13578	26713
1685	13586	26704
1686	13593	26696
1687	13601	26687
1688	13609	26679
1689	13617	26671
1690	13625	26663
1691	13633	26655
1692	13641	26646
1693	13649	26637
1694	13657	26629
1695	13664	26620
1696	13672	26611
1697	13680	26602
1698	13688	26594
1699	13696	26586
1700	13703	26577
1701	13711	26569
1702	13719	26560
1703	13727	26552
1704	13734	26543
1705	13750	26549
1706	13761	26547
1707	13769	26538
1708	13777	26530
1709	13784	26521
1710	13792	26512
1711	13800	26504
1712	13808	26496
1713	13816	26487
1714	13823	26478
1715	13831	26469
1716	13839	26461
1717	13846	26452
1718	13854	26443
1719	13862	26434
1720	13869	26425
1721	13878	26418
1722	13885	26409
1723	13893	26401
1724	13901	26392
1725	13908	26383
1726	13916	26374
1727	13924	26366
1728	13931	26356
1729	13939	26348
1730	13947	26339
1731	13955	26331
1732	13963	26323
1733	13971	26315
1734	13984	26315
1735	13994	26312
1736	14003	26305
1737	14011	26296
1738	14019	26289
1739	14027	26280
1740	14035	26273
1741	14043	26264
1742	14051	26255
1743	14058	26247
1744	14067	26239
1745	14074	26230
1746	14082	26222
1747	14090	26214
1748	14098	26205
1749	14106	26197
1750	14114	26188
1751	14121	26180
1752	14129	26171
1753	14137	26163
1754	14145	26155
1755	14153	26146
1756	14160	26137
1757	14168	26129
1758	14176	26121
1759	14184	26112
1760	14192	26104
1761	14200	26095
1762	14208	26087
1763	14219	26084
1764	14227	26076
1765	14234	26067
1766	14243	26060
1767	14250	26051
1768	14258	26043
1769	14267	26035
1770	14275	26027
1771	14283	26019
1772	14291	26011
1773	14299	26003
1774	14307	25995
1775	14315	25986
1776	14323	25978
1777	14331	25970
1778	14339	25961
1779	14346	25953
1780	14354	25944
1781	14362	25936
1782	14370	25928
1783	14378	25920
1784	14386	25911
1785	14394	25903
1786	14402	25895
1787	14410	25886
1788	14418	25878
1789	14425	25869
1790	14433	25861
1791	14441	25852
1792	14449	25844
1793	14457	25836
1794	14465	25828
1795	14474	25821
1796	14481	25812
1797	14489	25804
1798	14497	25796
1799	14505	25787
1800	14513	25779
1801	14521	25771
1802	14530	25764
1803	14537	25755
1804	14546	25747
1805	14554	25739
1806	14562	25732
1807	14570	25723
1808	14578	25715
1809	14586	25707
1810	14594	25699
1811	14602	25690
1812	14610	25682
1813	14618	25674
1814	14625	25665
1815	14633	25657
1816	14641	25649
1817	14649	25641
1818	14657	25633
1819	14665	25625
1820	14673	25616
1821	14681	25607
1822	14689	25599
1823	14702	25600
1824	14717	25603
1825	14730	25605
1826	14739	25597
1827	14746	25589
1828	14754	25581
1829	14762	25572
1830	14770	25564
1831	14778	25555
1832	14786	25547
1833	14794	25538
1834	14801	25530
1835	14809	25521
1836	14817	25513
1837	14829	25512
1838	14837	25503
1839	14845	25495
1840	14853	25487
1841	14861	25479
1842	14869	25471
1843	14877	25462
1844	14885	25454
1845	14893	25446
1846	14901	25437
1847	14909	25430
1848	14917	25421
1849	14925	25413
1850	14935	25408
1851	14943	25400
1852	14951	25392
1853	14959	25384
1854	14967	25376
1855	14975	25368
1856	14983	25359
1857	14991	25351
1858	14999	25343
1859	15007	25334
1860	15014	25326
1861	15022	25317
1862	15030	25309
1863	15038	25301
1864	15046	25293
1865	15054	25285
1866	15063	25277
1867	15071	25269
1868	15079	25260
1869	15087	25252
1870	15095	25244
1871	15103	25236
1872	15111	25228
1873	15119	25220
1874	15127	25212
1875	15135	25203
1876	15143	25195
1877	15154	25192
1878	15162	25184
1879	15170	25175
1880	15178	25167
1881	15186	25159
1882	15194	25151
1883	15202	25143
1884	15210	25136
1885	15219	25128
1886	15227	25120
1887	15235	25111
1888	15242	25103
1889	15250	25094
1890	15258	25086
1891	15266	25078
1892	15274	25070
1893	15282	25062
1894	15290	25054
1895	15298	25046
1896	15306	25038
1897	15314	25030
1898	15322	25021
1899	15331	25014
1900	15339	25006
1901	15348	24999
1902	15356	24991
1903	15364	24983
1904	15372	24975
1905	15380	24967
1906	15388	24958
1907	15396	24950
1908	15404	24942
1909	15412	24934
1910	15420	24926
1911	15428	24918
1912	15436	24909
1913	15444	24901
1914	15452	24893
1915	15460	24885
1916	15468	24876
1917	15476	24869
1918	15484	24860
1919	15492	24852
1920	15500	24845
1921	15508	24836
1922	15516	24828
1923	15524	24820
1924	15532	24811
1925	15540	24803
1926	15548	24795
1927	15556	24787
1928	15564	24778
1929	15571	24769
1930	15579	24760
1931	15587	24752
1932	15595	24744
1933	15602	24735
1934	15610	24727
1935	15618	24718
1936	15626	24709
1937	15633	24701
1938	15641	24692
1939	15649	24683
1940	15657	24675
1941	15685	24699
1942	15693	24690
1943	15701	24683
1944	15709	24674
1945	15717	24666
1946	15725	24657
1947	15733	24649
1948	15741	24641
1949	15748	24632
1950	15756	24623
1951	15764	24615
1952	15772	24607
1953	15780	24599
1954	15788	24591
1955	15796	24583
1956	15804	24575
1957	15812	24566
1958	15820	24558
1959	15827	24549
1960	15835	24540
1961	15843	24532
1962	15851	24524
1963	15859	24516
1964	15868	24509
1965	15876	24501
1966	15884	24493
1967	15892	24484
1968	15900	24476
1969	15908	24468
1970	15916	24459
1971	15923	24451
1972	15932	24444
1973	15940	24436
1974	15948	24427
1975	15956	24419
1976	15964	24411
1977	15972	24403
1978	15980	24394
1979	15988	24386
1980	15996	24378
1981	16004	24369
1982	16012	24362
1983	16020	24353
1984	16028	24345
1985	16036	24337
1986	16044	24328
1987	16051	24320
1988	16059	24311
1989	16067	24303
1990	16075	24295
1991	16087	24292
1992	16095	24283
1993	16102	24275
1994	16110	24267
1995	16118	24258
1996	16126	24250
1997	16134	24242
1998	16142	24233
1999	16150	24225
2000	16157	24216
2001	16165	24207
2002	16173	24199
2003	16181	24191
2004	16189	24182
2005	16197	24174
2006	16205	24166
2007	16212	24157
2008	16220	24149
2009	16228	24141
2010	16236	24133
2011	16244	24125
2012	16252	24116
2013	16260	24108
2014	16268	24099
2015	16276	24091
2016	16284	24083
2017	16292	24075
2018	16300	24066
2019	16307	24058
2020	16315	24049
2021	16323	24041
2022	16331	24032
2023	16339	24025
2024	16347	24016
2025	16355	24008
2026	16363	24000
2027	16371	23991
2028	16379	23983
2029	16387	23975
2030	16395	23967
2031	16403	23958
2032	16411	23950
2033	16418	23942
2034	16426	23933
2035	16434	23925
2036	16442	23917
2037	16450	23909
2038	16458	23901
2039	16466	23892
2040	16474	23884
2041	16482	23876
2042	16490	23868
2043	16498	23859
2044	16505	23850
2045	16513	23842
2046	16522	23834
2047	16529	23826
2048	16538	23819
2049	16546	23811
2050	16554	23803
2051	16562	23795
2052	16570	23786
2053	16578	23778
2054	16586	23769
2055	16594	23761
2056	16602	23753
2057	16610	23744
2058	16623	23744
2059	16636	23742
2060	16649	23742
2061	16657	23733
2062	16665	23725
2063	16672	23716
2064	16680	23708
2065	16688	23699
2066	16696	23691
2067	16704	23682
2068	16711	23674
2069	16719	23665
2070	16727	23657
2071	16735	23648
2072	16742	23640
2073	16750	23632
2074	16758	23623
2075	16766	23615
2076	16774	23607
2077	16782	23598
2078	16790	23590
2079	16800	23585
2080	16809	23579
2081	16817	23570
2082	16825	23561
2083	16833	23553
2084	16842	23547
2085	16850	23539
2086	16858	23531
2087	16866	23522
2088	16874	23514
2089	16882	23505
2090	16889	23497
2091	16897	23488
2092	16905	23480
2093	16913	23471
2094	16921	23463
2095	16929	23455
2096	16936	23446
2097	16944	23438
2098	16952	23429
2099	16960	23421
2100	16968	23414
2101	16976	23405
2102	16984	23397
2103	16992	23389
2104	17000	23380
2105	17008	23372
2106	17016	23364
2107	17026	23359
2108	17034	23350
2109	17042	23343
2110	17050	23334
2111	17058	23326
2112	17066	23318
2113	17074	23309
2114	17082	23301
2115	17090	23293
2116	17098	23284
2117	17106	23276
2118	17113	23268
2119	17121	23259
2120	17129	23251
2121	17137	23243
2122	17145	23235
2123	17153	23226
2124	17161	23218
2125	17169	23210
2126	17177	23202
2127	17185	23193
2128	17193	23185
2129	17201	23177
2130	17209	23168
2131	17216	23160
2132	17225	23152
2133	17232	23144
2134	17240	23135
2135	17248	23127
2136	17256	23119
2137	17264	23111
2138	17272	23102
2139	17280	23094
2140	17288	23086
2141	17296	23078
2142	17304	23070
2143	17312	23061
2144	17320	23053
2145	17328	23044
2146	17335	23036
2147	17343	23027
2148	17351	23019
2149	17359	23011
2150	17367	23003
2151	17375	22995
2152	17383	22987
2153	17391	22978
2154	17399	22970
2155	17407	22962
2156	17415	22954
2157	17423	22945
2158	17430	22937
2159	17438	22928
2160	17446	22920
2161	17454	22912
2162	17462	22904
2163	17470	22895
2164	17478	22887
2165	17486	22878
2166	17493	22870
2167	17501	22862
2168	17509	22853
2169	17517	22845
2170	17524	22836
2171	17532	22828
2172	17540	22820
2173	17548	22811
2174	17556	22803
2175	17564	22795
2176	17572	22786
2177	17580	22778
2178	17604	22791
2179	17612	22782
2180	17620	22774
2181	17628	22766
2182	17635	22757
2183	17648	22755
2184	17656	22747
2185	17664	22738
2186	17671	22730
2187	17679	22721
2188	17687	22713
2189	17695	22705
2190	17703	22696
2191	17711	22688
2192	17718	22679
2193	17726	22671
2194	17734	22663
2195	17744	22657
2196	17752	22649
2197	17760	22640
2198	17768	22632
2199	17775	22623
2200	17783	22615
2201	17791	22607
2202	17799	22598
2203	17807	22590
2204	17814	22581
2205	17822	22573
2206	17830	22565
2207	17839	22557
2208	17847	22549
2209	17855	22541
2210	17863	22533
2211	17871	22524
2212	17879	22516
2213	17886	22507
2214	17894	22499
2215	17902	22491
2216	17910	22482
2217	17918	22474
2218	17935	22478
2219	17944	22471
2220	17952	22463
2221	17963	22458
2222	17970	22449
2223	17978	22440
2224	17985	22431
2225	17994	22423
2226	18001	22415
2227	18009	22406
2228	18017	22398
2229	18024	22389
2230	18032	22381
2231	18040	22372
2232	18048	22364
2233	18056	22355
2234	18063	22347
2235	18071	22339
2236	18079	22330
2237	18087	22322
2238	18094	22313
2239	18102	22305
2240	18110	22296
2241	18118	22288
2242	18126	22280
2243	18134	22272
2244	18142	22264
2245	18150	22255
2246	18158	22247
2247	18167	22240
2248	18175	22231
2249	18183	22223
2250	18190	22215
2251	18198	22206
2252	18206	22198
2253	18214	22190
2254	18222	22182
2255	18230	22173
2256	18238	22165
2257	18245	22156
2258	18253	22148
2259	18261	22140
2260	18269	22132
2261	18277	22123
2262	18285	22115
2263	18292	22106
2264	18300	22098
2265	18309	22090
2266	18317	22083
2267	18325	22075
2268	18333	22066
2269	18341	22058
2270	18349	22050
2271	18357	22041
2272	18365	22033
2273	18373	22025
2274	18381	22017
2275	18389	22009
2276	18397	22000
2277	18405	21992
2278	18413	21984
2279	18421	21976
2280	18429	21967
2281	18437	21960
2282	18445	21951
2283	18453	21943
2284	18461	21935
2285	18469	21927
2286	18477	21918
2287	18484	21910
2288	18497	21907
2289	18505	21899
2290	18513	21890
2291	18521	21882
2292	18529	21874
2293	18542	21872
2294	18553	21868
2295	18569	21869
2296	18577	21861
2297	18585	21852
2298	18593	21844
2299	18601	21836
2300	18609	21828
2301	18617	21820
2302	18625	21812
2303	18633	21803
2304	18641	21795
2305	18649	21787
2306	18658	21780
2307	18666	21771
2308	18674	21763
2309	18683	21757
2310	18691	21749
2311	18699	21740
2312	18707	21732
2313	18716	21725
2314	18723	21716
2315	18731	21708
2316	18739	21699
2317	18747	21691
2318	18755	21683
2319	18763	21674
2320	18770	21666
2321	18778	21658
2322	18787	21650
2323	18794	21641
2324	18802	21633
2325	18811	21625
2326	18819	21617
2327	18827	21609
2328	18835	21601
2329	18843	21592
2330	18851	21584
2331	18859	21576
2332	18867	21568
2333	18874	21559
2334	18882	21551
2335	18890	21542
2336	18901	21537
2337	18909	21529
2338	18916	21521
2339	18924	21512
2340	18933	21504
2341	18940	21496
2342	18954	21494
2343	18965	21490
2344	18973	21482
2345	18981	21473
2346	18989	21465
2347	18997	21457
2348	19005	21448
2349	19013	21440
2350	19021	21432
2351	19029	21424
2352	19037	21415
2353	19045	21407
2354	19053	21399
2355	19060	21391
2356	19069	21383
2357	19077	21375
2358	19085	21367
2359	19093	21358
2360	19101	21350
2361	19109	21342
2362	19117	21334
2363	19125	21326
2364	19133	21317
2365	19141	21309
2366	19149	21301
2367	19157	21293
2368	19165	21285
2369	19173	21277
2370	19181	21269
2371	19189	21261
2372	19198	21253
2373	19206	21244
2374	19214	21236
2375	19221	21228
2376	19230	21220
2377	19237	21211
2378	19245	21203
2379	19254	21195
2380	19262	21188
2381	19270	21180
2382	19279	21172
2383	19286	21163
2384	19294	21155
2385	19302	21147
2386	19310	21138
2387	19318	21130
2388	19326	21122
2389	19333	21113
2390	19341	21105
2391	19349	21097
2392	19357	21088
2393	19365	21080
2394	19373	21072
2395	19381	21063
2396	19388	21055
2397	19396	21047
2398	19404	21038
2399	19412	21030
2400	19420	21021
2401	19428	21013
2402	19436	21005
2403	19444	20997
2404	19452	20988
2405	19459	20980
2406	19467	20972
2407	19475	20964
2408	19484	20956
2409	19492	20947
2410	19500	20939
2411	19523	20948
2412	19531	20939
2413	19539	20931
2414	19547	20923
2415	19555	20915
2416	19563	20907
2417	19571	20899
2418	19579	20891
2419	19587	20883
2420	19595	20874
2421	19603	20866
2422	19611	20857
2423	19622	20853
2424	19630	20845
2425	19638	20836
2426	19646	20828
2427	19654	20819
2428	19664	20813
2429	19671	20805
2430	19679	20796
2431	19687	20788
2432	19695	20780
2433	19703	20772
2434	19711	20764
2435	19720	20756
2436	19727	20747
2437	19735	20739
2438	19743	20731
2439	19751	20722
2440	19759	20714
2441	19767	20706
2442	19775	20698
2443	19783	20689
2444	19791	20681
2445	19799	20673
2446	19807	20665
2447	19815	20656
2448	19823	20648
2449	19833	20643
2450	19841	20635
2451	19849	20626
2452	19857	20618
2453	19865	20609
2454	19872	20601
2455	19881	20593
2456	19889	20585
2457	19896	20576
2458	19904	20568
2459	19912	20560
2460	19920	20552
2461	19928	20543
2462	19936	20535
2463	19944	20527
2464	19952	20519
2465	19960	20510
2466	19968	20502
2467	19976	20494
2468	19984	20485
2469	19992	20477
2470	20000	20469
2471	20008	20461
2472	20016	20453
2473	20024	20445
2474	20032	20437
2475	20040	20429
2476	20048	20420
2477	20056	20412
2478	20064	20404
2479	20072	20395
2480	20080	20387
2481	20087	20379
2482	20095	20371
2483	20103	20362
2484	20111	20354
2485	20119	20346
2486	20127	20337
2487	20135	20329
2488	20143	20321
2489	20150	20312
2490	20158	20304
2491	20166	20296
2492	20175	20288
2493	20183	20280
2494	20191	20272
2495	20199	20263
2496	20207	20255
2497	20215	20247
2498	20223	20239
2499	20231	20231
2500	20239	20223
2501	20247	20214
2502	20255	20206
2503	20263	20198
2504	20271	20190
2505	20279	20182
2506	20287	20174
2507	20296	20166
2508	20304	20158
2509	20312	20150
2510	20320	20142
2511	20328	20133
2512	20336	20125
2513	20344	20117
2514	20352	20109
2515	20360	20101
2516	20368	20093
2517	20377	20085
2518	20385	20077
2519	20393	20069
2520	20401	20061
2521	20409	20053
2522	20417	20045
2523	20425	20037
2524	20440	20035
2525	20448	20027
2526	20475	20038
2527	20484	20031
2528	20495	20025
2529	20503	20017
2530	20511	20009
2531	20519	20000
2532	20527	19992
2533	20535	19984
2534	20543	19976
2535	20552	19968
2536	20561	19961
2537	20569	19953
2538	20577	19945
2539	20585	19937
2540	20593	19929
2541	20601	19921
2542	20609	19912
2543	20617	19904
2544	20626	19896
2545	20634	19888
2546	20641	19880
2547	20649	19871
2548	20657	19863
2549	20665	19855
2550	20673	19846
2551	20681	19839
2552	20690	19831
2553	20698	19822
2554	20706	19814
2555	20714	19806
2556	20724	19800
2557	20732	19792
2558	20740	19783
2559	20748	19775
2560	20756	19767
2561	20764	19759
2562	20775	19754
2563	20783	19745
2564	20791	19737
2565	20799	19729
2566	20807	19721
2567	20815	19713
2568	20823	19705
2569	20831	19696
2570	20839	19688
2571	20847	19680
2572	20856	19672
2573	20864	19664
2574	20872	19656
2575	20880	19648
2576	20888	19640
2577	20896	19631
2578	20904	19623
2579	20912	19615
2580	20920	19607
2581	20928	19599
2582	20936	19591
2583	20945	19583
2584	20953	19575
2585	20961	19566
2586	20969	19558
2587	20977	19550
2588	20984	19542
2589	20992	19533
2590	21000	19525
2591	21008	19517
2592	21016	19509
2593	21024	19501
2594	21033	19493
2595	21041	19485
2596	21049	19477
2597	21058	19469
2598	21066	19461
2599	21073	19452
2600	21081	19444
2601	21089	19436
2602	21097	19427
2603	21105	19419
2604	21113	19411
2605	21121	19403
2606	21129	19394
2607	21137	19386
2608	21145	19378
2609	21153	19370
2610	21161	19362
2611	21169	19353
2612	21177	19345
2613	21185	19337
2614	21193	19329
2615	21200	19320
2616	21208	19312
2617	21216	19304
2618	21224	19296
2619	21232	19287
2620	21241	19279
2621	21249	19271
2622	21256	19263
2623	21264	19255
2624	21273	19247
2625	21280	19238
2626	21288	19230
2627	21296	19222
2628	21304	19213
2629	21317	19209
2630	21325	19201
2631	21333	19193
2632	21340	19184
2633	21348	19176
2634	21356	19168
2635	21364	19159
2636	21372	19151
2637	21380	19143
2638	21388	19134
2639	21395	19126
2640	21404	19118
2641	21412	19110
2642	21420	19102
2643	21432	19098
2644	21455	19102
2645	21462	19094
2646	21470	19085
2647	21478	19077
2648	21486	19069
2649	21495	19062
2650	21503	19054
2651	21512	19046
2652	21519	19037
2653	21527	19029
2654	21535	19021
2655	21543	19012
2656	21551	19004
2657	21559	18996
2658	21567	18988
2659	21575	18979
2660	21583	18971
2661	21591	18963
2662	21599	18954
2663	21607	18946
2664	21614	18938
2665	21622	18930
2666	21630	18921
2667	21638	18913
2668	21646	18905
2669	21654	18897
2670	21662	18889
2671	21670	18880
2672	21679	18872
2673	21687	18864
2674	21694	18856
2675	21706	18850
2676	21714	18842
2677	21721	18834
2678	21729	18825
2679	21737	18817
2680	21745	18809
2681	21753	18801
2682	21761	18793
2683	21769	18784
2684	21777	18776
2685	21785	18768
2686	21794	18760
2687	21802	18752
2688	21810	18744
2689	21818	18736
2690	21826	18727
2691	21834	18719
2692	21842	18711
2693	21851	18703
2694	21858	18695
2695	21867	18687
2696	21875	18679
2697	21883	18671
2698	21891	18663
2699	21899	18655
2700	21907	18647
2701	21915	18639
2702	21923	18630
2703	21931	18622
2704	21939	18614
2705	21947	18606
2706	21955	18597
2707	21963	18589
2708	21971	18581
2709	21980	18573
2710	21987	18565
2711	21995	18556
2712	22003	18548
2713	22011	18540
2714	22019	18532
2715	22027	18523
2716	22035	18515
2717	22043	18507
2718	22051	18498
2719	22059	18490
2720	22067	18482
2721	22075	18475
2722	22083	18466
2723	22092	18458
2724	22100	18450
2725	22108	18442
2726	22117	18434
2727	22125	18426
2728	22132	18418
2729	22141	18410
2730	22149	18402
2731	22157	18394
2732	22165	18386
2733	22173	18377
2734	22181	18369
2735	22189	18361
2736	22197	18353
2737	22205	18345
2738	22213	18336
2739	22221	18328
2740	22229	18320
2741	22237	18312
2742	22245	18303
2743	22253	18296
2744	22261	18288
2745	22269	18279
2746	22278	18271
2747	22285	18263
2748	22293	18255
2749	22302	18247
2750	22310	18239
2751	22318	18231
2752	22326	18222
2753	22334	18214
2754	22342	18206
2755	22350	18198
2756	22358	18190
2757	22366	18181
2758	22374	18173
2759	22393	18174
2760	22405	18169
2761	22413	18161
2762	22422	18153
2763	22431	18146
2764	22445	18142
2765	22453	18134
2766	22461	18126
2767	22469	18118
2768	22477	18110
2769	22485	18101
2770	22493	18093
2771	22501	18085
2772	22508	18076
2773	22516	18068
2774	22524	18060
2775	22533	18052
2776	22541	18044
2777	22549	18036
2778	22557	18027
2779	22565	18019
2780	22573	18011
2781	22580	18003
2782	22588	17994
2783	22596	17986
2784	22605	17978
2785	22613	17970
2786	22633	17971
2787	22645	17966
2788	22653	17958
2789	22660	17949
2790	22668	17941
2791	22677	17933
2792	22685	17925
2793	22692	17917
2794	22700	17908
2795	22708	17900
2796	22716	17892
2797	22725	17884
2798	22733	17876
2799	22741	17868
2800	22749	17859
2801	22757	17851
2802	22765	17843
2803	22774	17836
2804	22782	17827
2805	22790	17819
2806	22798	17811
2807	22806	17803
2808	22814	17794
2809	22822	17786
2810	22830	17778
2811	22838	17770
2812	22846	17762
2813	22854	17754
2814	22862	17745
2815	22870	17737
2816	22878	17729
2817	22887	17721
2818	22895	17713
2819	22903	17705
2820	22911	17697
2821	22919	17689
2822	22927	17680
2823	22935	17672
2824	22943	17664
2825	22951	17656
2826	22959	17647
2827	22967	17639
2828	22975	17631
2829	22983	17623
2830	22991	17614
2831	22999	17606
2832	23007	17598
2833	23015	17590
2834	23023	17582
2835	23031	17574
2836	23039	17566
2837	23047	17557
2838	23055	17549
2839	23063	17541
2840	23071	17533
2841	23079	17525
2842	23087	17516
2843	23097	17509
2844	23105	17501
2845	23113	17493
2846	23121	17484
2847	23129	17476
2848	23136	17468
2849	23144	17460
2850	23152	17451
2851	23161	17443
2852	23168	17435
2853	23176	17427
2854	23185	17419
2855	23193	17411
2856	23201	17402
2857	23209	17394
2858	23217	17386
2859	23224	17378
2860	23233	17370
2861	23240	17361
2862	23249	17353
2863	23256	17345
2864	23264	17337
2865	23272	17328
2866	23285	17323
2867	23293	17315
2868	23301	17307
2869	23309	17299
2870	23316	17290
2871	23324	17282
2872	23332	17274
2873	23350	17273
2874	23362	17267
2875	23371	17260
2876	23379	17251
2877	23387	17243
2878	23395	17235
2879	23404	17228
2880	23412	17219
2881	23419	17211
2882	23428	17203
2883	23436	17195
2884	23443	17186
2885	23452	17178
2886	23459	17170
2887	23467	17161
2888	23475	17153
2889	23483	17145
2890	23491	17137
2891	23499	17128
2892	23507	17120
2893	23515	17112
2894	23523	17103
2895	23530	17095
2896	23542	17090
2897	23550	17081
2898	23558	17073
2899	23567	17065
2900	23578	17060
2901	23586	17051
2902	23594	17043
2903	23602	17035
2904	23610	17027
2905	23618	17018
2906	23625	17010
2907	23633	17002
2908	23641	16993
2909	23649	16985
2910	23667	16984
2911	23675	16976
2912	23683	16968
2913	23691	16959
2914	23699	16951
2915	23707	16943
2916	23715	16935
2917	23723	16926
2918	23731	16918
2919	23739	16910
2920	23747	16902
2921	23755	16893
2922	23764	16886
2923	23773	16878
2924	23781	16870
2925	23789	16862
2926	23797	16854
2927	23805	16845
2928	23813	16837
2929	23821	16829
2930	23829	16820
2931	23837	16812
2932	23845	16804
2933	23853	16796
2934	23861	16788
2935	23869	16780
2936	23878	16772
2937	23886	16764
2938	23894	16755
2939	23902	16747
2940	23910	16739
2941	23918	16731
2942	23927	16723
2943	23935	16715
2944	23943	16707
2945	23951	16699
2946	23960	16692
2947	23968	16683
2948	23977	16675
2949	23985	16667
2950	23992	16659
2951	24000	16651
2952	24008	16642
2953	24016	16634
2954	24024	16626
2955	24032	16618
2956	24040	16609
2957	24048	16601
2958	24056	16593
2959	24064	16585
2960	24072	16576
2961	24080	16568
2962	24088	16560
2963	24096	16552
2964	24104	16543
2965	24112	16535
2966	24120	16527
2967	24132	16522
2968	24140	16514
2969	24148	16505
2970	24156	16497
2971	24164	16489
2972	24172	16480
2973	24180	16472
2974	24188	16464
2975	24196	16456
2976	24204	16447
2977	24212	16439
2978	24220	16431
2979	24228	16423
2980	24236	16414
2981	24243	16406
2982	24251	16398
2983	24259	16390
2984	24267	16381
2985	24275	16373
2986	24283	16365
2987	24291	16356
2988	24307	16353
2989	24316	16346
2990	24326	16339
2991	24334	16331
2992	24342	16323
2993	24350	16315
2994	24359	16307
2995	24367	16298
2996	24374	16290
2997	24382	16282
2998	24390	16273
2999	24398	16265
3000	24406	16257
3001	24414	16249
3002	24422	16240
3003	24429	16232
3004	24437	16224
3005	24445	16215
3006	24453	16207
3007	24461	16199
3008	24469	16190
3009	24477	16182
3010	24484	16174
3011	24492	16165
3012	24500	16157
3013	24512	16151
3014	24519	16143
3015	24528	16135
3016	24536	16127
3017	24544	16118
3018	24552	16110
3019	24560	16102
3020	24568	16094
3021	24576	16085
3022	24584	16077
3023	24591	16069
3024	24599	16061
3025	24607	16052
3026	24615	16044
3027	24623	16036
3028	24631	16027
3029	24639	16019
3030	24647	16011
3031	24655	16003
3032	24663	15995
3033	24671	15987
3034	24679	15978
3035	24688	15970
3036	24696	15962
3037	24704	15954
3038	24712	15946
3039	24720	15938
3040	24728	15930
3041	24736	15921
3042	24744	15913
3043	24752	15905
3044	24760	15897
3045	24768	15888
3046	24776	15880
3047	24784	15872
3048	24792	15864
3049	24800	15856
3050	24808	15847
3051	24816	15839
3052	24824	15831
3053	24832	15823
3054	24840	15814
3055	24848	15806
3056	24856	15798
3057	24864	15790
3058	24872	15781
3059	24880	15773
3060	24888	15765
3061	24896	15757
3062	24904	15749
3063	24912	15740
3064	24920	15732
3065	24928	15724
3066	24935	15716
3067	24943	15707
3068	24952	15699
3069	24960	15691
3070	24968	15683
3071	24975	15674
3072	24984	15666
3073	24992	15658
3074	24999	15650
3075	25007	15642
3076	25015	15633
3077	25023	15625
3078	25031	15617
3079	25039	15608
3080	25047	15600
3081	25055	15592
3082	25063	15584
3083	25071	15576
3084	25080	15568
3085	25088	15560
3086	25096	15552
3087	25104	15543
3088	25112	15535
3089	25120	15527
3090	25128	15519
3091	25141	15514
3092	25149	15505
3093	25157	15497
3094	25165	15489
3095	25174	15481
3096	25182	15473
3097	25190	15465
3098	25198	15457
3099	25206	15449
3100	25214	15440
3101	25222	15432
3102	25230	15424
3103	25238	15416
3104	25259	15415
3105	25276	15413
3106	25284	15405
3107	25293	15397
3108	25301	15388
3109	25309	15380
3110	25317	15372
3111	25325	15364
3112	25333	15356
3113	25342	15348
3114	25350	15340
3115	25358	15332
3116	25366	15323
3117	25374	15315
3118	25382	15307
3119	25390	15299
3120	25398	15291
3121	25406	15282
3122	25414	15274
3123	25422	15266
3124	25430	15258
3125	25438	15250
3126	25449	15243
3127	25458	15235
3128	25466	15227
3129	25474	15219
3130	25482	15211
3131	25490	15203
3132	25498	15194
3133	25506	15186
3134	25514	15178
3135	25522	15170
3136	25530	15162
3137	25538	15153
3138	25546	15145
3139	25554	15137
3140	25562	15129
3141	25570	15121
3142	25578	15112
3143	25586	15104
3144	25594	15096
3145	25602	15088
3146	25611	15080
3147	25619	15072
3148	25627	15063
3149	25635	15055
3150	25643	15047
3151	25651	15039
3152	25659	15031
3153	25667	15023
3154	25675	15014
3155	25683	15006
3156	25692	14998
3157	25700	14990
3158	25708	14982
3159	25716	14974
3160	25724	14966
3161	25732	14957
3162	25740	14949
3163	25749	14941
3164	25757	14933
3165	25765	14925
3166	25773	14917
3167	25781	14909
3168	25789	14900
3169	25797	14892
3170	25805	14884
3171	25814	14876
3172	25822	14868
3173	25831	14860
3174	25839	14852
3175	25847	14844
3176	25855	14835
3177	25862	14827
3178	25870	14819
3179	25878	14811
3180	25886	14803
3181	25895	14794
3182	25903	14786
3183	25911	14778
3184	25919	14770
3185	25927	14762
3186	25935	14753
3187	25943	14745
3188	25951	14737
3189	25959	14729
3190	25966	14720
3191	25974	14712
3192	25982	14704
3193	25990	14695
3194	25998	14687
3195	26006	14679
3196	26014	14671
3197	26022	14662
3198	26029	14654
3199	26038	14646
3200	26046	14638
3201	26054	14630
3202	26062	14622
3203	26070	14613
3204	26078	14605
3205	26086	14597
3206	26096	14590
3207	26104	14582
3208	26112	14573
3209	26120	14565
3210	26128	14557
3211	26138	14550
3212	26146	14542
3213	26154	14533
3214	26162	14525
3215	26170	14517
3216	26180	14510
3217	26188	14502
3218	26196	14494
3219	26205	14486
3220	26220	14481
3221	26229	14474
3222	26239	14467
3223	26248	14459
3224	26256	14451
3225	26264	14442
3226	26271	14434
3227	26280	14426
3228	26288	14418
3229	26296	14409
