iter	RMSE
447	0.7501366556
448	0.7498822848
449	0.7496158884
450	0.7492061659
451	0.7489302053
452	0.748651463
453	0.7482904491
454	0.7480506229
455	0.7477606362
456	0.747414851
457	0.7471228798
458	0.7467933407
459	0.7464929053
460	0.7462333913
461	0.7459988893
462	0.7457321344
463	0.7454464967
464	0.7452387491
465	0.7448451576
466	0.7446602763
467	0.7443775568
468	0.744102634
469	0.7438752609
470	0.7436118972
471	0.7433171885
472	0.7430785632
473	0.7428026565
474	0.7425770045
475	0.7422949491
476	0.7420423965
477	0.7417947432
478	0.7415443546
479	0.7411693163
480	0.7408846807
481	0.7406608877
482	0.740407273
483	0.7401156734
484	0.739862058
485	0.7395549768
486	0.7393222675
487	0.7390485781
488	0.7387300022
489	0.7384494341
490	0.7382650027
491	0.7380047543
492	0.7377124718
493	0.7374878762
494	0.7372273801
495	0.7370001012
496	0.7367347871
497	0.7365497127
498	0.7362475017
499	0.7360232876
500	0.7357735013
501	0.7355110877
502	0.7352452095
503	0.7350191107
504	0.7347573111
505	0.7345103347
506	0.7342938408
507	0.7340636439
508	0.7337716947
509	0.7335815022
510	0.7333497405
511	0.7331152226
512	0.7328657335
513	0.7326405112
514	0.7324434185
515	0.7320658674
516	0.7318183321
517	0.7315977883
518	0.7313555813
519	0.7311283065
520	0.7308823915
521	0.7306635842
522	0.7303581028
523	0.7300842591
524	0.7298630296
525	0.7295804266
526	0.7293396803
527	0.7291088634
528	0.7288865553
529	0.7286733035
530	0.7284902853
531	0.72821293
532	0.7279287406
533	0.7276480086
534	0.7274150595
535	0.7271597736
536	0.7269634137
537	0.7267245883
538	0.7264459361
539	0.7262216481
540	0.7260297215
541	0.7256938025
542	0.7254731049
543	0.7252460751
544	0.7250005524
545	0.7247652326
546	0.7245457454
547	0.7243122603
548	0.7241259939
549	0.7238394662
550	0.7235576369
551	0.7231981037
552	0.7229916353
553	0.7227763177
554	0.7225729138
555	0.7223347336
556	0.722079286
557	0.7218811082
558	0.721701437
559	0.7215262738
560	0.7213332342
561	0.7211506171
562	0.7209103026
563	0.7206521937
564	0.7204662916
565	0.7202314294
566	0.7200271973
567	0.7197918913
568	0.7195880538
569	0.7193349395
570	0.7191003917
571	0.7189076584
572	0.7186795125
573	0.7184046671
574	0.7181559837
575	0.7179521202
576	0.7177315909
577	0.7175057303
578	0.7173152833
579	0.7170712695
580	0.7168395756
581	0.7166233428
582	0.7164254678
583	0.7161616777
584	0.7159595541
585	0.7156619236
586	0.7153602098
587	0.7151388813
588	0.7149201255
589	0.7147624545
590	0.7145624676
591	0.7142569847
592	0.7141326615
593	0.7139116137
594	0.7137092112
595	0.7135079091
596	0.7132809316
597	0.7130507096
598	0.7128330791
599	0.7126136431
600	0.7124521485
601	0.7121527484
602	0.7119812864
603	0.7117536286
604	0.7115676408
605	0.711360949
606	0.7111632417
607	0.710979949
608	0.7107662784
609	0.7105739975
610	0.7103764035
611	0.7101834353
612	0.7099794435
613	0.7098035769
614	0.7095435624
615	0.7093388597
616	0.709152405
617	0.7089620724
618	0.7087447683
619	0.7085407788
620	0.7083964045
621	0.7080934561
622	0.7078264219
623	0.7075801921
624	0.7073959154
625	0.7072358438
626	0.7069957518
627	0.7067628145
628	0.7066104496
629	0.7064255858
630	0.7062595012
631	0.7060884467
632	0.7058701187
633	0.7056460923
634	0.7054053756
635	0.7052013964
636	0.7049622299
637	0.7047540753
638	0.7045903047
639	0.7044221399
640	0.7043016106
641	0.7041385449
642	0.7039271009
643	0.7037712712
644	0.7035742549
645	0.7033782741
646	0.7032156655
647	0.7030369038
648	0.7027669126
649	0.7025648831
650	0.7021583805
651	0.7019224367
652	0.7017167442
653	0.7015211417
654	0.7013031307
655	0.7010755968
656	0.7009232024
657	0.700748712
658	0.7005613187
659	0.7003631466
660	0.700157867
661	0.6998906155
662	0.6997191285
663	0.6995604776
664	0.6993958283
665	0.6992108294
666	0.6990259503
667	0.6988542793
668	0.6986462195
669	0.6984616134
670	0.6982774092
671	0.6981012995
672	0.697931543
673	0.6977684545
674	0.6975651465
675	0.6973867133
676	0.6972148926
677	0.6970212721
678	0.6968554865
679	0.6966495403
680	0.69652648
681	0.6963741916
682	0.696180648
683	0.6960229427
684	0.6958459798
685	0.6956678973
686	0.6955048154
687	0.6952885392
688	0.6950857227
689	0.694936317
690	0.6947679672
691	0.6945868898
692	0.6943890806
693	0.6941742986
694	0.6940225994
695	0.6938644887
696	0.6937027408
697	0.6935123942
698	0.6933640963
699	0.6932078784
700	0.6930222778
701	0.6928714052
702	0.6926748951
703	0.6924571953
704	0.6922453658
705	0.6920340684
706	0.69187212
707	0.691730608
708	0.6915529164
709	0.6913606976
710	0.6912128488
711	0.6910499679
712	0.6908358846
713	0.6906420137
714	0.6904716483
715	0.6903340378
716	0.6901722605
717	0.6900138661
718	0.6898375858
719	0.6896734674
720	0.689518125
721	0.6893555856
722	0.6891867002
723	0.6890268518
724	0.6888768744
725	0.6887535677
726	0.6885611959
727	0.6884123743
728	0.6882745522
729	0.6880919946
730	0.6879547087
731	0.6877861371
732	0.6875949822
733	0.6874076086
734	0.6872557324
735	0.6871147296
736	0.6869755877
737	0.6868475293
738	0.6865933463
739	0.6864299424
740	0.6862405308
741	0.6861351554
742	0.6860234271
743	0.6858928393
744	0.6857220685
745	0.6855735201
746	0.6854121976
747	0.6852186007
748	0.6850527727
749	0.6849080712
750	0.6845514562
751	0.6844047518
752	0.6842292112
753	0.6840797347
754	0.6838875151
755	0.6837017435
756	0.6835444684
757	0.6833473775
758	0.6831363512
759	0.6829697297
760	0.6828030675
761	0.6826595315
762	0.6825130256
763	0.6823899525
764	0.6822069736
765	0.6820472485
766	0.6818737838
767	0.6816814903
768	0.681512666
769	0.6813306928
770	0.6812004182
771	0.6810279509
772	0.6807858973
773	0.680649363
774	0.6805151137
775	0.6803137334
776	0.6802039696
777	0.6800495879
778	0.6798836276
779	0.6797142698
780	0.6795420911
781	0.6794310156
782	0.6792584176
783	0.6791181004
784	0.6789091784
785	0.6787603271
786	0.6785959646
787	0.6784594824
788	0.6782486175
789	0.6781191141
790	0.6779748475
791	0.677853359
792	0.6776909244
793	0.6775462182
794	0.6773229589
795	0.6771650157
796	0.6770034328
797	0.676810395
798	0.6766874766
799	0.6765341532
800	0.6764466614
801	0.6762964538
802	0.6761484237
803	0.67599524
804	0.6757859055
805	0.6756403256
806	0.6755177766
807	0.675337159
808	0.6751897343
809	0.6750450457
810	0.6749232338
811	0.6747877869
812	0.674649893
813	0.6745142162
814	0.6744034794
815	0.6742680448
816	0.6741446044
817	0.6739563224
818	0.673814726
819	0.6736788227
820	0.6735450822
821	0.6734419263
822	0.6732837738
823	0.6730888509
824	0.67292968
825	0.6727569637
826	0.6726311697
827	0.672478267
828	0.6723077168
829	0.6722166609
830	0.6721075063
831	0.6719911333
832	0.6718697632
833	0.671722046
834	0.6715702837
835	0.6714206258
836	0.6712391694
837	0.6711086652
838	0.6709773733
839	0.6708385788
840	0.6707330124
841	0.6705887701
842	0.6704741872
843	0.6702962602
844	0.6701175521
845	0.6699894717
846	0.6698410463
847	0.6697214892
848	0.6695363702
849	0.6694394427
850	0.6692944515
851	0.6691903757
852	0.6690181346
853	0.6688623181
854	0.6687664695
855	0.6686491914
856	0.6685369829
857	0.6683812601
858	0.6682417792
859	0.6680254806
860	0.6678772372
861	0.6677335563
862	0.6675860731
863	0.6674482532
864	0.6672947525
865	0.667185913
866	0.667060189
867	0.6669477721
868	0.6667837133
869	0.6666648177
870	0.6665787748
871	0.6664147727
872	0.6662496674
873	0.666136405
874	0.6659898086
875	0.6658571825
876	0.6657421692
877	0.6656232649
878	0.665481728
879	0.6653160068
880	0.665189752
881	0.665075274
882	0.6649259291
883	0.6645941682
884	0.6644605826
885	0.6643307898
886	0.6642156603
887	0.6641157942
888	0.6640097811
889	0.6638534704
890	0.6637291008
891	0.6635920212
892	0.6634155989
893	0.6633089401
894	0.6631719813
895	0.6630012918
896	0.6628215666
897	0.6627142482
898	0.6626042705
899	0.6624681755
900	0.6623542071
901	0.6621860992
902	0.6620826589
903	0.6619563222
904	0.6618212234
905	0.6616795867
906	0.6615364628
907	0.661388133
908	0.6611990148
909	0.6610861963
910	0.6609242241
911	0.660823682
912	0.6606929961
913	0.6605311061
914	0.6604339889
915	0.6602880032
916	0.6601638259
917	0.6600413239
918	0.6599428827
919	0.6598336354
920	0.6597168863
921	0.6595890825
922	0.6594775993
923	0.659338711
924	0.6591939448
925	0.659043894
926	0.6589323483
927	0.6588257102
928	0.6587113505
929	0.6586100823
930	0.6584568214
931	0.6583444593
932	0.6582199751
933	0.6580744846
934	0.6579459134
935	0.6578462018
936	0.6576745189
937	0.6574641681
938	0.6573384998
939	0.6572450708
940	0.6571463603
941	0.656983327
942	0.6568389102
943	0.6566824803
944	0.6565814384
945	0.6564472411
946	0.6563093898
947	0.656164405
948	0.6560533892
949	0.6559098473
950	0.6557691535
951	0.6556390501
952	0.6555069705
953	0.65538801
954	0.6553049589
955	0.655200132
956	0.6551060077
957	0.6550269449
958	0.6548687004
959	0.6547547912
960	0.6546402312
961	0.6544887155
962	0.654358568
963	0.6542278233
964	0.6541010521
965	0.653990077
966	0.6538752025
967	0.653742947
968	0.6536029304
969	0.6534990044
970	0.65337158
971	0.6532430467
972	0.6531082236
973	0.6529926216
974	0.6528595847
975	0.6527726864
976	0.6526585319
977	0.6524635974
978	0.6523520121
979	0.6522717409
980	0.6521655217
981	0.652053825
982	0.6519637117
983	0.651854636
984	0.6517440329
985	0.6516274343
986	0.6515255783
987	0.6513932986
988	0.6512802917
989	0.6511704369
990	0.6510361515
991	0.6509525452
992	0.6508621283
993	0.6507471852
994	0.6506593095
995	0.6505549435
996	0.6504122143
997	0.650297343
998	0.6502076821
999	0.650132925
1000	0.6499726114
1001	0.6498561186
1002	0.6497471129
1003	0.6496339104
1004	0.6495293796
1005	0.6494298599
1006	0.6493313549
1007	0.6492433784
1008	0.6491461481
1009	0.6490392052
1010	0.6489287589
1011	0.6488229321
1012	0.6487168759
1013	0.6486266933
1014	0.6485118393
1015	0.6484009694
1016	0.6482908998
1017	0.6481619356
1018	0.6480711597
1019	0.6479519573
1020	0.6478186747
1021	0.647678744
1022	0.647564542
1023	0.6474733483
1024	0.6473502679
1025	0.6471882925
1026	0.6470830627
1027	0.6469669009
1028	0.6468593849
1029	0.6467294053
1030	0.646602107
1031	0.6464783435
1032	0.6463311534
1033	0.6461887394
1034	0.6460613345
1035	0.6459718773
1036	0.6458383384
1037	0.6456968514
1038	0.6456268427
1039	0.6455145022
1040	0.6453734319
1041	0.6452377571
1042	0.6451514786
1043	0.6450499112
1044	0.6449172184
1045	0.6448143329
1046	0.6447244892
1047	0.6446037219
1048	0.6444744471
1049	0.6443365071
1050	0.6441890414
1051	0.6440558658
1052	0.6439749881
1053	0.6438451594
1054	0.6437401164
1055	0.6436073675
1056	0.6434970281
1057	0.6433899411
1058	0.6432833255
1059	0.6431985892
1060	0.6430927983
1061	0.6430090157
1062	0.6429195316
1063	0.6428238233
1064	0.6427157978
1065	0.6426217427
1066	0.642533123
1067	0.6424225379
1068	0.6423067889
1069	0.6422033321
1070	0.6420855217
1071	0.6419488456
1072	0.6418503877
1073	0.6417504128
1074	0.6416477859
1075	0.6415687508
1076	0.6414790351
1077	0.6413709671
1078	0.6412708868
1079	0.6411726316
1080	0.6410637142
1081	0.6409708897
1082	0.6408341293
1083	0.6405504181
1084	0.6404756394
1085	0.6403711188
1086	0.6402449834
1087	0.6401308687
1088	0.6400239561
1089	0.6399251405
1090	0.6398167793
1091	0.6397161791
1092	0.6396029543
1093	0.6395026588
1094	0.6393683224
1095	0.6392508819
1096	0.6391485615
1097	0.6390020225
1098	0.6389125929
1099	0.6388205951
1100	0.6387528199
1101	0.6386201123
1102	0.6385183686
1103	0.6384317365
1104	0.6383213037
1105	0.6381353674
1106	0.6380262398
1107	0.6379320174
1108	0.6378649495
1109	0.6377660462
1110	0.6376359404
1111	0.6375494662
1112	0.6374515631
1113	0.6373588606
1114	0.6371769962
1115	0.6370773068
1116	0.636976768
1117	0.6368699745
1118	0.6367719978
1119	0.6366990924
1120	0.6365890079
1121	0.6365042456
1122	0.6363978055
1123	0.6363121522
1124	0.6362461193
1125	0.6361550964
1126	0.6360571023
1127	0.6359174293
1128	0.6357939372
1129	0.6356982701
1130	0.6354654776
1131	0.6353654888
1132	0.6352737204
1133	0.6352075176
1134	0.6351193809
1135	0.6350186251
1136	0.6349066382
1137	0.6347947555
1138	0.6346921507
1139	0.6345904901
1140	0.6344683519
1141	0.6343893836
1142	0.6343013813
1143	0.6342030388
1144	0.634124999
1145	0.6340311587
1146	0.6339405004
1147	0.6338575251
1148	0.6337446503
1149	0.6336404474
1150	0.6335623693
1151	0.6334598132
1152	0.6333867129
1153	0.6332974842
1154	0.6331839814
1155	0.6330565693
1156	0.6329670145
1157	0.6328985502
1158	0.6328087554
1159	0.6326842835
1160	0.6325998064
1161	0.6324840014
1162	0.6323780045
1163	0.6323074544
1164	0.6322032324
1165	0.6320960058
1166	0.6320006504
1167	0.631903444
1168	0.6317679276
1169	0.6316677583
1170	0.6315720579
1171	0.6314945651
1172	0.6313733857
1173	0.6312808189
1174	0.6311923833
1175	0.6310999146
1176	0.6310016655
1177	0.6309000961
1178	0.6308054642
1179	0.6307022103
1180	0.6306125707
1181	0.6305123425
1182	0.6303974957
1183	0.6302918657
1184	0.6301987342
1185	0.6301027483
1186	0.630023264
1187	0.629973308
1188	0.6298743834
1189	0.6297595765
1190	0.6296438426
1191	0.6295311496
1192	0.6293789648
1193	0.6292762896
1194	0.629167001
1195	0.6290968099
1196	0.6290134147
1197	0.6289377334
1198	0.6288352364
1199	0.6287711086
1200	0.6286654555
1201	0.6285883242
1202	0.6285023577
1203	0.628408022
1204	0.6283196517
1205	0.6282261966
1206	0.6280451641
1207	0.6279260757
1208	0.6278486655
1209	0.6277757264
1210	0.6276473105
1211	0.6275398383
1212	0.6274346049
1213	0.6273239294
1214	0.6272125131
1215	0.6271023943
1216	0.6270246315
1217	0.6269512828
1218	0.6268567451
1219	0.62677823
1220	0.6266868677
1221	0.6265767821
1222	0.6264808378
1223	0.6263883016
1224	0.6262592557
1225	0.6261423408
1226	0.6260864829
1227	0.6259962451
1228	0.6258993004
1229	0.6258123988
1230	0.6257421144
1231	0.6256254487
1232	0.6254999247
1233	0.6254124644
1234	0.6253124722
1235	0.6252114574
1236	0.6251179781
1237	0.6250343667
1238	0.624960092
1239	0.624868275
1240	0.6247217868
1241	0.6246266912
1242	0.6245382267
1243	0.6244363621
1244	0.624367183
1245	0.6242599653
1246	0.6241539899
1247	0.6240537646
1248	0.6239908792
1249	0.6239168586
1250	0.6238451625
1251	0.6237665521
1252	0.6236761363
1253	0.6235778531
1254	0.6234974108
1255	0.62342879
1256	0.6233154782
1257	0.6232469321
1258	0.6231462453
1259	0.6230550765
1260	0.6229591266
1261	0.6228752885
1262	0.6227847749
1263	0.6227179393
1264	0.6226343215
1265	0.6225662059
1266	0.6224866441
1267	0.6223795133
1268	0.6223112434
1269	0.6222390778
1270	0.6221512223
1271	0.6220219298
1272	0.6219337906
1273	0.6218237177
1274	0.6217444088
1275	0.6216368337
1276	0.6215418991
1277	0.621458946
1278	0.621344167
1279	0.6212796142
1280	0.6211025426
1281	0.6210059426
1282	0.6208589233
1283	0.6207781603
1284	0.6207010313
1285	0.6206121974
1286	0.6205177399
1287	0.6203808463
1288	0.6203080121
1289	0.6202162676
1290	0.620141511
1291	0.6200417474
1292	0.6199709357
1293	0.6198736833
1294	0.6197719407
1295	0.6197272524
1296	0.6196282793
1297	0.6195367834
1298	0.6194798853
1299	0.6193787448
1300	0.6192869897
1301	0.6192156152
1302	0.6191207223
1303	0.6190248616
1304	0.6189497068
1305	0.6188532793
1306	0.6187967634
1307	0.6187049855
1308	0.6186166281
1309	0.6185120391
1310	0.6184318602
1311	0.6183418414
1312	0.6182702305
1313	0.6181431175
1314	0.6180507015
1315	0.6179859321
1316	0.6178723862
1317	0.6177924109
1318	0.6177164693
1319	0.6176440216
1320	0.6175700365
1321	0.6174813256
1322	0.6174103158
1323	0.6173270305
1324	0.6172295847
1325	0.6171564423
1326	0.6170756729
1327	0.6169936178
1328	0.616915888
1329	0.6168327273
1330	0.6167557746
1331	0.6166691793
1332	0.6165709595
1333	0.6164821686
1334	0.6163836956
1335	0.6162978141
1336	0.616226221
1337	0.6161432546
1338	0.6159993218
1339	0.6159187839
1340	0.6158511392
1341	0.6157502653
1342	0.6156803657
1343	0.6156129825
1344	0.6155376987
1345	0.6154573561
1346	0.6153470517
1347	0.6152518179
1348	0.6151572728
1349	0.6150626173
1350	0.6149637891
1351	0.6148842672
1352	0.6148017596
1353	0.6147045213
1354	0.6146124844
1355	0.6145563147
1356	0.614479429
1357	0.6143400371
1358	0.6142466967
1359	0.6141447585
1360	0.6140647782
1361	0.6139668786
1362	0.613892931
1363	0.6138041693
1364	0.6137096897
1365	0.6136014113
1366	0.6135305616
1367	0.6134623971
1368	0.6133843802
1369	0.6133012859
1370	0.6132291185
1371	0.6131497886
1372	0.6130593472
1373	0.6129564093
1374	0.6128541281
1375	0.6127612996
1376	0.6126872707
1377	0.6125643939
1378	0.6124995902
1379	0.6124317285
1380	0.6123209112
1381	0.6122245641
1382	0.6121274306
1383	0.6120621629
1384	0.6119981418
1385	0.6118773125
1386	0.6117987398
1387	0.611712729
1388	0.6116479959
1389	0.6115575575
1390	0.6114853773
1391	0.6113909255
1392	0.6113044068
1393	0.6112442967
1394	0.6111808979
1395	0.6111032335
1396	0.6110068553
1397	0.6109018973
1398	0.610783653
1399	0.6107216235
1400	0.610610077
1401	0.6105421342
1402	0.6104703494
1403	0.6104123484
1404	0.6103156356
1405	0.6102250642
1406	0.6101502762
1407	0.6100773492
1408	0.6100041876
1409	0.6099226001
1410	0.6098417758
1411	0.6097653924
1412	0.6096783205
1413	0.6095884611
1414	0.6095318929
1415	0.6094453363
1416	0.6093483731
1417	0.6092703783
1418	0.6091781661
1419	0.6090879423
1420	0.6089766457
1421	0.6088534399
1422	0.6087817468
1423	0.6087030977
1424	0.6086194936
1425	0.6085419548
1426	0.6084658931
1427	0.6083922469
1428	0.6083129006
1429	0.6082461241
1430	0.6081789198
1431	0.6080912325
1432	0.6080110706
1433	0.6079116137
1434	0.6078291628
1435	0.6077635306
1436	0.6076963052
1437	0.6076225657
1438	0.6075278694
1439	0.6074416101
1440	0.6073709487
1441	0.6072993721
1442	0.6072387684
1443	0.6071650704
1444	0.6070957052
1445	0.6070270774
1446	0.606941784
1447	0.606878195
1448	0.606809186
1449	0.6067233757
1450	0.6066694584
1451	0.6065989664
1452	0.6065347253
1453	0.6064470274
1454	0.6063961672
1455	0.6063169166
1456	0.6062591995
1457	0.6061933974
1458	0.6060877031
1459	0.6060154556
1460	0.605967156
1461	0.6058574614
1462	0.6057543063
1463	0.6056688661
1464	0.605595984
1465	0.6055177007
1466	0.6054376529
1467	0.6053798195
1468	0.6053024182
1469	0.6052043362
1470	0.6051470982
1471	0.6050601744
1472	0.6050091
1473	0.6049385772
1474	0.6048611844
1475	0.6048127275
1476	0.6047586074
1477	0.604702856
1478	0.6046338915
1479	0.604551384
1480	0.6044704923
1481	0.6043892968
1482	0.604322575
1483	0.6042382671
1484	0.6041345425
1485	0.6040366942
1486	0.6039335213
1487	0.6038380184
1488	0.6037488862
1489	0.6036841463
1490	0.6036298924
1491	0.60357068
1492	0.6035044218
1493	0.6034242373
1494	0.6033458678
1495	0.6032503045
1496	0.6031696949
1497	0.6030937385
1498	0.6029774209
1499	0.6028991891
1500	0.6028279626
1501	0.6027531379
1502	0.60265438
1503	0.6025890655
1504	0.6025088245
1505	0.6024402945
1506	0.6023388401
1507	0.6022380545
1508	0.6021729889
1509	0.6020813232
1510	0.6019764428
1511	0.60190929
1512	0.6018289257
1513	0.6017703206
