iter	RMSE
1514	0.6017061524
1515	0.6016463584
1516	0.6015621986
1517	0.6014832267
1518	0.6014222331
1519	0.6013805969
1520	0.6012670885
1521	0.6012134999
1522	0.6011270871
1523	0.6010759403
1524	0.6009846311
1525	0.6009192006
1526	0.6008396204
1527	0.6007851424
1528	0.6007024665
1529	0.6006148994
1530	0.6005571257
1531	0.6004601359
1532	0.6003957621
1533	0.6003145071
1534	0.600244383
1535	0.6001867374
1536	0.6001198761
1537	0.6000492375
1538	0.5999640996
1539	0.5998721293
1540	0.5998048393
1541	0.5997552197
1542	0.5996932303
1543	0.5996527205
1544	0.5995914095
1545	0.5995198556
1546	0.5994355613
1547	0.5993611993
1548	0.5993042237
1549	0.5992045034
1550	0.5991343807
1551	0.5990837205
1552	0.5990357157
1553	0.5989468869
1554	0.5988313405
1555	0.5987613384
1556	0.5986889296
1557	0.5985869708
1558	0.5984950189
1559	0.5984251746
1560	0.5983178451
1561	0.5982400561
1562	0.5981664004
1563	0.5980786265
1564	0.5980086349
1565	0.5979151795
1566	0.5978438527
1567	0.5977673841
1568	0.5976788275
1569	0.5976156683
1570	0.5975622459
1571	0.5974845561
1572	0.5974022795
1573	0.5973237785
1574	0.5972447073
1575	0.5971565015
1576	0.5970775729
1577	0.5969900013
1578	0.5969277907
1579	0.5968589165
1580	0.5967965933
1581	0.5967086839
1582	0.5966320368
1583	0.5965816586
1584	0.596508029
1585	0.5964293444
1586	0.5963640408
1587	0.5962839847
1588	0.5962163558
1589	0.5961599375
1590	0.5960968153
1591	0.5960224987
1592	0.5959899576
1593	0.5959352012
1594	0.5958543612
1595	0.5957810709
1596	0.5957167199
1597	0.5956495879
1598	0.5955741587
1599	0.5955039388
1600	0.5954495012
1601	0.5954219171
1602	0.5953395206
1603	0.5952638207
1604	0.5951547312
1605	0.5950909405
1606	0.5950014897
1607	0.5949270363
1608	0.5948501928
1609	0.5947849804
1610	0.5947181071
1611	0.5946432543
1612	0.5944923625
1613	0.5944359791
1614	0.594363242
1615	0.5943102885
1616	0.5942488235
1617	0.5941760635
1618	0.5941138562
1619	0.5940642909
1620	0.5940180329
1621	0.5939540869
1622	0.5938711556
1623	0.5938029206
1624	0.5937340152
1625	0.5937023426
1626	0.5936130139
1627	0.5935295046
1628	0.5934664009
1629	0.5933959979
1630	0.593334836
1631	0.5932560289
1632	0.5932090779
1633	0.593147963
1634	0.5930178532
1635	0.5929654762
1636	0.5929172083
1637	0.5928492949
1638	0.5927636538
1639	0.5927006014
1640	0.5926442467
1641	0.5925777957
1642	0.592512964
1643	0.5924458674
1644	0.5923696982
1645	0.5923126478
1646	0.5922580497
1647	0.5921959731
1648	0.5921412313
1649	0.592052697
1650	0.5919697983
1651	0.5919015768
1652	0.5918442819
1653	0.591785386
1654	0.5916947707
1655	0.5916237246
1656	0.5915714237
1657	0.5914820725
1658	0.5914057791
1659	0.591357517
1660	0.5912386576
1661	0.5911794019
1662	0.5911012392
1663	0.5910401726
1664	0.5909803978
1665	0.5909156571
1666	0.5908624945
1667	0.5908025686
1668	0.5907280854
1669	0.5906597871
1670	0.5906037705
1671	0.5905540772
1672	0.590488024
1673	0.590428593
1674	0.5903738206
1675	0.5903282064
1676	0.5902467985
1677	0.5901662458
1678	0.5901078825
1679	0.5900249772
1680	0.5899576978
1681	0.5898759719
1682	0.589829919
1683	0.5897694879
1684	0.589698877
1685	0.5896373649
1686	0.5895802837
1687	0.5895103175
1688	0.589413846
1689	0.5893538728
1690	0.5893058766
1691	0.5892204883
1692	0.5891376585
1693	0.5890981258
1694	0.589022993
1695	0.5889474832
1696	0.5888864605
1697	0.5888134721
1698	0.5887557431
1699	0.5887025859
1700	0.5886119638
1701	0.5885185536
1702	0.5884628681
1703	0.5883845451
1704	0.5883298499
1705	0.588242648
1706	0.5881953302
1707	0.5881465706
1708	0.5881185102
1709	0.5880331167
1710	0.5879662115
1711	0.5878957855
1712	0.5878217372
1713	0.5877761926
1714	0.5876922221
1715	0.5876391696
1716	0.5875802205
1717	0.5875207632
1718	0.5874443237
1719	0.5873683096
1720	0.5873191128
1721	0.5872288467
1722	0.5871686503
1723	0.5871054995
1724	0.5870409346
1725	0.5869818584
1726	0.5869174475
1727	0.5868371082
1728	0.5867859897
1729	0.5866910483
1730	0.5866040387
1731	0.5865171503
1732	0.5864604363
1733	0.5863836908
1734	0.5863031107
1735	0.5862517107
1736	0.5862031585
1737	0.586152186
1738	0.5861004037
1739	0.5860483147
1740	0.5860003833
1741	0.5859297211
1742	0.5858803028
1743	0.5858299402
1744	0.5857770548
1745	0.5857278252
1746	0.5856664334
1747	0.5856003326
1748	0.5855099695
1749	0.5854474797
1750	0.5853642169
1751	0.5852977459
1752	0.5852100922
1753	0.5851603106
1754	0.585055389
1755	0.5849735163
1756	0.5849090523
1757	0.5848273273
1758	0.5847493583
1759	0.5846873255
1760	0.5846364901
1761	0.5846051657
1762	0.5845496458
1763	0.5844908562
1764	0.5844040239
1765	0.584351649
1766	0.5842716639
1767	0.5841482312
1768	0.5840582495
1769	0.5840107948
1770	0.5839446077
1771	0.5838843086
1772	0.583808269
1773	0.5837463047
1774	0.583673516
1775	0.5836063132
1776	0.5835424398
1777	0.5834837847
1778	0.5834175041
1779	0.5833726947
1780	0.5832941604
1781	0.5832254637
1782	0.5831561517
1783	0.5830863255
1784	0.5830280294
1785	0.5829726292
1786	0.5829099011
1787	0.5828632978
1788	0.5828175683
1789	0.5827633295
1790	0.5827124274
1791	0.5826517645
1792	0.5826018656
1793	0.5825383885
1794	0.5824791596
1795	0.5824135077
1796	0.5823519354
1797	0.582282891
1798	0.5822220482
1799	0.5821626519
1800	0.5820858129
1801	0.5820343447
1802	0.5819657358
1803	0.5819044204
1804	0.5818096628
1805	0.5817616866
1806	0.5816871617
1807	0.5816289959
1808	0.5815582084
1809	0.5814740842
1810	0.5814161339
1811	0.5813366246
1812	0.5812771379
1813	0.5812089811
1814	0.5811660322
1815	0.5810878089
1816	0.5810330701
1817	0.580962921
1818	0.5809092878
1819	0.5808357711
1820	0.5807718978
1821	0.5807088304
1822	0.5806319684
1823	0.580579321
1824	0.580532429
1825	0.5804734358
1826	0.580429653
1827	0.5803720052
1828	0.5803235711
1829	0.5802635398
1830	0.5801813977
1831	0.5801298961
1832	0.5800605534
1833	0.5800112115
1834	0.5799533186
1835	0.5799027804
1836	0.5798545107
1837	0.5797965003
1838	0.5797353965
1839	0.5796432707
1840	0.5795901941
1841	0.5795024238
1842	0.5794549355
1843	0.5793666015
1844	0.5793190341
1845	0.5792635848
1846	0.5792255855
1847	0.5791642177
1848	0.5790945895
1849	0.5789917282
1850	0.5789029498
1851	0.5788445042
1852	0.5787718128
1853	0.578703361
1854	0.5786280343
1855	0.5785728927
1856	0.5785169639
1857	0.5784553849
1858	0.5784030155
1859	0.5783387035
1860	0.5782941128
1861	0.5782471035
1862	0.5781841009
1863	0.5781475277
1864	0.5780770965
1865	0.5780135649
1866	0.577938795
1867	0.5779008448
1868	0.5778729676
1869	0.5778289878
1870	0.5777703655
1871	0.5777215771
1872	0.5776790839
1873	0.5776164962
1874	0.5775614964
1875	0.5774920837
1876	0.5774219132
1877	0.5773607285
1878	0.5772751407
1879	0.5772122706
1880	0.577128774
1881	0.5770563436
1882	0.5770012564
1883	0.5769344697
1884	0.576887486
1885	0.5768308482
1886	0.5767799341
1887	0.5767151341
1888	0.5766452443
1889	0.5766067655
1890	0.5765241365
1891	0.5764606385
1892	0.5763702758
1893	0.5763068974
1894	0.5762466524
1895	0.5761840115
1896	0.5761364886
1897	0.5760643091
1898	0.5760040388
1899	0.5759529833
1900	0.5758522594
1901	0.575770137
1902	0.5757040617
1903	0.5756506561
1904	0.5755917436
1905	0.57552992
1906	0.5754700722
1907	0.575395211
1908	0.5753435546
1909	0.5752796186
1910	0.5752268574
1911	0.5751609591
1912	0.5751122572
1913	0.5750622172
1914	0.5750012945
1915	0.5749172714
1916	0.5748610896
1917	0.5747851224
1918	0.574696413
1919	0.5746287422
1920	0.5745642816
1921	0.5745293268
1922	0.5744654029
1923	0.5743996227
1924	0.5743629797
1925	0.5743041577
1926	0.5742548351
1927	0.5741921824
1928	0.574139801
1929	0.5740979507
1930	0.5740381935
1931	0.5739756029
1932	0.573912337
1933	0.5738716184
1934	0.5738045874
1935	0.5737421084
1936	0.5736989948
1937	0.5736514546
1938	0.5735764418
1939	0.5735149154
1940	0.5734749574
1941	0.5734146036
1942	0.5733518419
1943	0.5733077554
1944	0.5732411218
1945	0.5731963404
1946	0.573155039
1947	0.5730884047
1948	0.5730327472
1949	0.5729837443
1950	0.5729137941
1951	0.572864884
1952	0.5727979069
1953	0.572745003
1954	0.5726920256
1955	0.5726079214
1956	0.5725535742
1957	0.5724782973
1958	0.5724031136
1959	0.572359607
1960	0.5723118352
1961	0.5722619628
1962	0.5721987825
1963	0.572134942
1964	0.5720772663
1965	0.572022095
1966	0.5719733494
1967	0.5719040839
1968	0.5718462473
1969	0.5717917761
1970	0.5717078319
1971	0.5716350416
1972	0.5715887579
1973	0.5715374973
1974	0.5714553057
1975	0.5713950828
1976	0.5713616726
1977	0.5713048656
1978	0.5712624117
1979	0.5711688331
1980	0.5711192741
1981	0.5710289962
1982	0.5709686422
1983	0.5709232003
1984	0.5708723107
1985	0.5707750151
1986	0.5707430506
1987	0.5706820115
1988	0.570632755
1989	0.570560517
1990	0.5705208693
1991	0.5704836841
1992	0.5704484448
1993	0.5704032717
1994	0.570326866
1995	0.5702612293
1996	0.5702117294
1997	0.5701246199
1998	0.5700761951
1999	0.5700259373
2000	0.5699795402
2001	0.569917056
2002	0.569858103
2003	0.5697973488
2004	0.5697506224
2005	0.5696983333
2006	0.5696196575
2007	0.5695543882
2008	0.5695000605
2009	0.5694413753
2010	0.5693641668
2011	0.5693053466
2012	0.5692568693
2013	0.5691839902
2014	0.5691030831
2015	0.5690248608
2016	0.5689574144
2017	0.5689179316
2018	0.5688304684
2019	0.5687613216
2020	0.5686962132
2021	0.5686356808
2022	0.5685973518
2023	0.5685506998
2024	0.5684842524
2025	0.5684240608
2026	0.5683761486
2027	0.5683213795
2028	0.5682546804
2029	0.5682174161
2030	0.5681674093
2031	0.5681276119
2032	0.5680635216
2033	0.5679988008
2034	0.5679371204
2035	0.5678908124
2036	0.5678480859
2037	0.5677868048
2038	0.5677423208
2039	0.5677155907
2040	0.5676795904
2041	0.5676320312
2042	0.5675795643
2043	0.5675278896
2044	0.5674882033
2045	0.567427958
2046	0.5673775523
2047	0.5673116437
2048	0.5672708673
2049	0.5672072178
2050	0.5671629311
2051	0.5671129527
2052	0.567024153
2053	0.5669766256
2054	0.5669337087
2055	0.5668569915
2056	0.5668047477
2057	0.5667582605
2058	0.5666953864
2059	0.5666412706
2060	0.5665846326
2061	0.5665356101
2062	0.5664863229
2063	0.5664448274
2064	0.5663982932
2065	0.5663406237
2066	0.5662746639
2067	0.5662006018
2068	0.5661490271
2069	0.5661059607
2070	0.566037402
2071	0.5659902956
2072	0.5659449231
2073	0.5658586342
2074	0.565805377
2075	0.565769203
2076	0.5657044109
2077	0.5656422369
2078	0.5655673791
2079	0.5655135554
2080	0.5654650313
2081	0.5653893673
2082	0.5653590814
2083	0.5653171726
2084	0.5652649605
2085	0.5652277254
2086	0.5651696928
2087	0.5651267084
2088	0.5650838076
2089	0.5650295549
2090	0.5649865249
2091	0.564948401
2092	0.5648847857
2093	0.5648529232
2094	0.5647990662
2095	0.5647112263
2096	0.5646561365
2097	0.5646151161
2098	0.5645618113
2099	0.5645088499
2100	0.5644328486
2101	0.5643981027
2102	0.5643465201
2103	0.5642826104
2104	0.5642113549
2105	0.5641604002
2106	0.5641129105
2107	0.5640548679
2108	0.5640003069
2109	0.5639583668
2110	0.5639060987
2111	0.5638501802
2112	0.5638026818
2113	0.5637677052
2114	0.5637390943
2115	0.5636730394
2116	0.5636177085
2117	0.5635798061
2118	0.5635275029
2119	0.5634672356
2120	0.5634162311
2121	0.563356336
2122	0.5633130735
2123	0.5632714664
2124	0.5632270623
2125	0.563166466
2126	0.5631169712
2127	0.563073079
2128	0.5630197679
2129	0.5629830481
2130	0.5629137422
2131	0.5628779939
2132	0.5628136204
2133	0.5627673277
2134	0.5627341918
2135	0.5626742241
2136	0.5626307692
2137	0.5625865419
2138	0.5625176766
2139	0.5624680898
2140	0.562399997
2141	0.5623215243
2142	0.5622525392
2143	0.5622141424
2144	0.5621617646
2145	0.5620926723
2146	0.5620375183
2147	0.5619815014
2148	0.5619401108
2149	0.5618857995
2150	0.5618422312
2151	0.5617993248
2152	0.5617440895
2153	0.5616894441
2154	0.5616457555
2155	0.5615920988
2156	0.5615411167
2157	0.5614830884
2158	0.5614276644
2159	0.5613916463
2160	0.5613447633
2161	0.5613034484
2162	0.5612152717
2163	0.5611758049
2164	0.561114952
2165	0.5610669591
2166	0.561016385
2167	0.5609759751
2168	0.5609473445
2169	0.5608914467
2170	0.5608327901
2171	0.5607720403
2172	0.5607060568
2173	0.5606591165
2174	0.5605985057
2175	0.5605476438
2176	0.5604980231
2177	0.5604496439
2178	0.5604125977
2179	0.5603768128
2180	0.5603349701
2181	0.5602858396
2182	0.5602262769
2183	0.5601766628
2184	0.560112611
2185	0.5600500269
2186	0.5600171517
2187	0.5599696092
2188	0.5599200777
2189	0.5598650611
2190	0.5598200706
2191	0.5597430461
2192	0.5596798408
2193	0.5596468736
2194	0.5596086319
2195	0.5595489092
2196	0.5594882837
2197	0.5594539515
2198	0.5593987483
2199	0.5593615447
2200	0.5593233714
2201	0.5592737476
2202	0.5592238731
2203	0.5591724816
2204	0.5591269077
2205	0.5590854816
2206	0.5590404988
2207	0.5589732377
2208	0.558937906
2209	0.5588505704
2210	0.5587973493
2211	0.5587253414
2212	0.5586600668
2213	0.558618747
2214	0.5585525092
2215	0.5584961603
2216	0.5584312993
2217	0.5583968493
2218	0.5583366799
2219	0.5582959704
2220	0.5582520867
2221	0.5582064552
2222	0.5581497014
2223	0.5580988454
2224	0.5580328278
2225	0.5579576013
2226	0.5579194907
2227	0.5578680671
2228	0.5578281696
2229	0.5577688735
2230	0.5577129392
2231	0.5576587454
2232	0.557611037
2233	0.5575680167
2234	0.5575223645
2235	0.5574530148
2236	0.5574135287
2237	0.5573762454
2238	0.5573252306
2239	0.5572787997
2240	0.5572086254
2241	0.5571320872
2242	0.5570866288
2243	0.5570416434
2244	0.5569457108
2245	0.5568926079
2246	0.5568599524
2247	0.5568028671
2248	0.5567483197
2249	0.556703837
2250	0.5566614355
2251	0.5566260632
2252	0.5565907063
2253	0.5565316317
2254	0.5564721797
2255	0.5564364242
2256	0.5563848636
2257	0.5563354196
2258	0.5562946343
2259	0.5562488599
2260	0.5562062293
2261	0.5561631356
2262	0.5561124516
2263	0.5560724989
2264	0.5560370537
2265	0.5559796716
2266	0.5559353397
2267	0.5559017435
2268	0.5558552821
2269	0.55583251
2270	0.5557880425
2271	0.5557535879
2272	0.5557213257
2273	0.5556568665
2274	0.5555998876
2275	0.5555425666
2276	0.5555047151
2277	0.5554493851
2278	0.555401363
2279	0.5553519377
2280	0.5552917041
2281	0.5552304366
2282	0.5551705441
2283	0.5551323484
2284	0.5550891359
2285	0.5550479401
2286	0.5550011769
2287	0.5549688532
2288	0.5549174398
2289	0.5548481545
2290	0.5547916953
2291	0.55473578
2292	0.5546917742
2293	0.5546449633
2294	0.5545976341
2295	0.5545495737
2296	0.5545034957
2297	0.5544476045
2298	0.5543797152
2299	0.5543335521
2300	0.5542751241
2301	0.5542287039
2302	0.5541998845
2303	0.5541422766
2304	0.5540559601
2305	0.5540044442
2306	0.5539466918
2307	0.5538943845
2308	0.5538543428
2309	0.5538287892
2310	0.5537814257
2311	0.5537474857
2312	0.5537004706
2313	0.553630873
2314	0.5535917006
2315	0.5535321816
2316	0.5534927178
2317	0.5534565743
2318	0.5533895587
2319	0.5533258765
2320	0.5532941127
2321	0.5532374593
2322	0.5531931921
2323	0.553113111
2324	0.5530652417
2325	0.5530146117
2326	0.5529684058
2327	0.5529141383
2328	0.5528562719
2329	0.5528327714
2330	0.5527864435
2331	0.5527363752
2332	0.5526887936
2333	0.552642685
2334	0.5526081944
2335	0.5525270673
2336	0.5524830814
2337	0.5524367064
2338	0.5523680714
2339	0.5523029893
2340	0.5522456644
2341	0.5522088337
2342	0.5521626851
2343	0.5521242991
2344	0.5520618606
2345	0.5520020697
2346	0.5519415596
2347	0.5518886168
2348	0.5518406413
2349	0.5517897919
2350	0.5517408987
2351	0.5517090258
2352	0.5516785416
2353	0.5516439373
2354	0.5515955839
2355	0.5515601363
2356	0.5514770717
2357	0.5514338759
2358	0.5513790293
2359	0.5513466003
2360	0.5512841272
2361	0.5512403097
2362	0.5511987013
2363	0.5511618364
2364	0.5511161354
2365	0.5510697703
2366	0.5510268639
2367	0.5509852751
2368	0.5509378814
2369	0.5508824319
2370	0.5508354401
2371	0.5507808016
2372	0.5507039773
2373	0.5506775631
2374	0.5506224446
2375	0.550574716
2376	0.5505177471
2377	0.550480908
2378	0.5504203915
2379	0.5503945355
2380	0.5503467157
2381	0.5503047002
2382	0.5502610728
2383	0.5502310804
2384	0.5501826028
2385	0.5501384652
2386	0.5500124507
2387	0.5499650268
2388	0.5499145406
2389	0.5498717051
2390	0.5498347869
2391	0.5498050038
2392	0.5497534116
2393	0.5497005085
2394	0.5496417312
2395	0.5496049049
2396	0.5495439161
2397	0.5494850505
2398	0.5494488761
2399	0.5494100857
2400	0.5493660114
2401	0.5492996425
2402	0.5492541268
2403	0.5492217873
2404	0.5491536101
2405	0.549111557
2406	0.5490760744
2407	0.5490042246
2408	0.5489628767
2409	0.5489198415
2410	0.5488801895
2411	0.5488214677
2412	0.5487693888
2413	0.5487192765
2414	0.5486777816
2415	0.5486411775
2416	0.5485923264
2417	0.5485619917
2418	0.5485125239
2419	0.5484625137
2420	0.5484288004
2421	0.5483690797
2422	0.5483291009
2423	0.5482811547
2424	0.5482174891
2425	0.5481534035
2426	0.5481177691
2427	0.5480587683
2428	0.5480165056
2429	0.547973737
2430	0.5479431527
2431	0.5478933418
2432	0.5478356632
2433	0.5477943169
2434	0.5477565764
2435	0.5477128
2436	0.5476773705
2437	0.5475720201
2438	0.5475382879
2439	0.5475084516
2440	0.5474591222
2441	0.5474180528
2442	0.5473864493
2443	0.5473179895
2444	0.5472693258
2445	0.5472096943
2446	0.5471695049
2447	0.5471183293
2448	0.5470856658
2449	0.5470393725
2450	0.5469869801
2451	0.546933144
2452	0.546897628
2453	0.5468592142
2454	0.5468223265
2455	0.5467764607
2456	0.5467516735
2457	0.5466998112
2458	0.5466519201
2459	0.546608379
2460	0.5465681634
2461	0.5465243098
2462	0.5464787249
2463	0.5464328483
2464	0.5463984517
2465	0.5463655111
2466	0.5463240355
2467	0.5462464583
2468	0.5461801786
2469	0.5461230574
2470	0.5460649757
2471	0.5460176053
2472	0.5459425247
2473	0.5458925312
2474	0.5458365332
2475	0.5457777722
2476	0.5457422712
2477	0.5456925658
2478	0.5456347987
2479	0.5455717257
2480	0.5455131165
2481	0.5454858019
2482	0.5454456658
2483	0.5454086284
2484	0.5453429322
2485	0.545274252
2486	0.545228274
2487	0.5451850522
2488	0.5451314892
2489	0.5450918683
2490	0.5450382421
2491	0.544993345
2492	0.5449551759
2493	0.5448928364
2494	0.544861664
2495	0.5448282333
2496	0.5447773613
2497	0.5447454962
2498	0.5447036806
2499	0.5446580517
2500	0.5446223331
2501	0.5445832893
2502	0.5445488662
2503	0.5445139352
2504	0.5444736734
2505	0.5444392434
2506	0.5443891841
2507	0.544335055
2508	0.5442912925
2509	0.5442265457
2510	0.5441980641
2511	0.5441566402
2512	0.5440998127
2513	0.5440587609
2514	0.5439915276
2515	0.543937142
2516	0.5438989711
2517	0.5438485186
2518	0.5437803188
2519	0.543719563
2520	0.5436710475
2521	0.5436348842
2522	0.5435736779
2523	0.5435157038
2524	0.5434708438
2525	0.543428731
2526	0.5433869769
2527	0.5433398256
2528	0.5433011964
2529	0.5432732455
2530	0.5432272611
2531	0.543195468
2532	0.5431483725
2533	0.5430977234
2534	0.5430705952
2535	0.543020283
2536	0.5429752009
2537	0.542920641
2538	0.5428837574
2539	0.5428434471
2540	0.5428047101
2541	0.5427657167
2542	0.5427215377
2543	0.5426788593
2544	0.5426227652
2545	0.5425573298
2546	0.5425071332
2547	0.5424672663
2548	0.542419908
2549	0.5423735792
2550	0.5423356973
2551	0.5423032535
2552	0.5422526887
2553	0.5422089395
2554	0.5421705926
2555	0.5421273447
2556	0.542065061
2557	0.5420286273
2558	0.5419733551
2559	0.5419397462
2560	0.5419103458
2561	0.5418824322
2562	0.5418280163
2563	0.5417944892
2564	0.5417463097
2565	0.5417123236
2566	0.5416672961
2567	0.541619305
2568	0.5415785918
2569	0.5415202951
2570	0.5414801739
2571	0.5414219393
2572	0.541362899
2573	0.5413341032
2574	0.5412859372
2575	0.5412411468
2576	0.541190083
2577	0.5411422495
2578	0.5410914308
2579	0.5410050136
2580	0.5409763624
2581	0.5409216736
2582	0.5408657609
2583	0.5408315558
2584	0.5407857639
2585	0.5407274909
2586	0.540694805
2587	0.5406392145
2588	0.5406004288
2589	0.5405473394
2590	0.5404945542
2591	0.5404640198
2592	0.5404224552
2593	0.5403911341
2594	0.5403584825
2595	0.5403233353
2596	0.5402816143
2597	0.5402279657
2598	0.5401842345
2599	0.5401294473
2600	0.5400759839
2601	0.5400402537
2602	0.5399926462
2603	0.539959078
2604	0.5399148697
2605	0.539867834
2606	0.5398362986
2607	0.5397989309
2608	0.5397629455
2609	0.5397182656
2610	0.5396710124
2611	0.5396282932
2612	0.5395868648
2613	0.539554128
2614	0.5395060037
2615	0.5394386952
2616	0.5394084657
2617	0.5393517579
2618	0.5393006064
2619	0.5392651896
2620	0.5392170029
2621	0.5391901537
2622	0.5391416137
2623	0.5391088134
2624	0.5390603756
2625	0.5390149623
2626	0.538986406
2627	0.5389466072
2628	0.5389306576
2629	0.5388933366
2630	0.5388406449
2631	0.5387931505
2632	0.5387447208
2633	0.5386948079
2634	0.5386627473
2635	0.538622395
2636	0.5385979265
2637	0.5385474886
2638	0.5385036576
2639	0.5384516584
2640	0.5384048237
2641	0.538363703
2642	0.5383219581
2643	0.5382798992
2644	0.5382200026
2645	0.5381634072
2646	0.5381345133
2647	0.5380809248
2648	0.5380432524
2649	0.5380103304
2650	0.5379661448
2651	0.5379122652
2652	0.5378824619
2653	0.5378354314
2654	0.5377838613
2655	0.5377360174
2656	0.5377042655
2657	0.5376385242
2658	0.5376032174
2659	0.5375653103
2660	0.5375291571
2661	0.5374923244
2662	0.5374431553
2663	0.5374031689
2664	0.5372821668
2665	0.5372495826
2666	0.5372061399
2667	0.5371452081
2668	0.5370904771
2669	0.5370499883
2670	0.5370203935
2671	0.5369762913
2672	0.536947883
2673	0.5369128422
2674	0.5368662763
2675	0.5368358836
2676	0.5368004141
2677	0.5367733157
2678	0.5367357898
2679	0.5367013949
2680	0.5366600337
2681	0.5365993148
2682	0.5365656076
2683	0.5365232278
2684	0.5364851528
2685	0.5364420332
2686	0.5363998087
2687	0.5363489441
2688	0.5363097564
2689	0.536274087
2690	0.5362392406
2691	0.5361797947
2692	0.5361454192
2693	0.5360965852
2694	0.5360601494
2695	0.5360188855
2696	0.5359477076
2697	0.5359118857
2698	0.5358782821
2699	0.5358441441
2700	0.53581083
2701	0.5357692899
2702	0.5357177596
2703	0.5356894866
2704	0.5356467069
2705	0.5356077432
2706	0.5355690338
2707	0.5355319194
2708	0.5355075301
2709	0.535470191
2710	0.5354414272
2711	0.5354137641
2712	0.5353589112
2713	0.5353028952
2714	0.5352416916
2715	0.5351873173
2716	0.5351484672
2717	0.5351168374
2718	0.5350796364
2719	0.5350433704
2720	0.5350178374
2721	0.5349856852
2722	0.5349531817
2723	0.5349079345
2724	0.5348742678
2725	0.5348354318
2726	0.5347836644
2727	0.5347377592
2728	0.5347018562
2729	0.5346677535
2730	0.5346244322
2731	0.5345819352
2732	0.5345401341
2733	0.5345127739
2734	0.5344643428
2735	0.5344300225
2736	0.5343966386
2737	0.5343536819
2738	0.5343050522
2739	0.5342532151
2740	0.53421183
2741	0.5341810838
2742	0.534134648
2743	0.5340888896
2744	0.5340415618
2745	0.5339867521
2746	0.53395894
2747	0.533929837
2748	0.533899756
2749	0.5338606464
2750	0.5338218104
2751	0.5337841322
2752	0.5337390808
2753	0.5337049534
2754	0.5336607615
2755	0.533605157
2756	0.5335562933
2757	0.5335225229
2758	0.533493986
2759	0.5334301596
2760	0.5333856683
2761	0.5333347007
2762	0.5332914739
2763	0.5332478195
2764	0.5332040323
2765	0.5331590795
2766	0.5331026294
2767	0.5330735903
2768	0.5330427968
2769	0.5330001
2770	0.5329558681
2771	0.532932948
2772	0.5329066311
2773	0.5328548978
2774	0.5328128873
2775	0.5327607388
2776	0.5327087513
2777	0.5326866514
2778	0.5326372049
2779	0.5325965807
2780	0.5325479753
2781	0.5325058667
2782	0.5324496799
2783	0.5324188688
2784	0.5323499068
2785	0.5323088173
2786	0.5322783676
2787	0.5322508911
2788	0.5322025683
2789	0.5321753467
2790	0.5321385685
2791	0.5320927863
2792	0.5320590339
2793	0.5320134852
2794	0.5319647341
2795	0.5318943264
2796	0.5318651659
2797	0.5318309922
2798	0.5318072654
2799	0.5317724037
2800	0.5317217069
2801	0.531687339
2802	0.5316464757
2803	0.5315789677
2804	0.5315444611
2805	0.5315128389
2806	0.5314791607
2807	0.5314470534
2808	0.5314141114
2809	0.5313753556
2810	0.5313272123
2811	0.5312974654
2812	0.5312492595
2813	0.5311931249
2814	0.531162963
2815	0.5311273924
2816	0.5310743561
2817	0.5310269634
2818	0.5309898464
2819	0.5309432056
2820	0.5309042673
2821	0.5308630658
2822	0.5308251036
2823	0.5307697394
2824	0.530728509
2825	0.5306747842
2826	0.530638458
2827	0.5305817583
2828	0.5305428119
2829	0.5305094615
2830	0.5304715296
2831	0.5304278285
2832	0.5303895569
2833	0.5303637628
2834	0.5302963882
2835	0.5302620393
2836	0.530222717
2837	0.5301871947
2838	0.5301464384
2839	0.5301120983
2840	0.5300568823
2841	0.529971301
2842	0.529925183
2843	0.5298570102
2844	0.5298268651
2845	0.5297990944
2846	0.5297532029
2847	0.5297000476
2848	0.5296459956
2849	0.5296000907
2850	0.5295649909
2851	0.5295312446
2852	0.5294857941
2853	0.5294524886
2854	0.529405025
2855	0.5293650817
2856	0.529323426
2857	0.5292755792
2858	0.5292413313
2859	0.5292064121
2860	0.5291593353
2861	0.5291051724
2862	0.5290712852
2863	0.5290203109
2864	0.5289929999
2865	0.5289336322
2866	0.5288976327
2867	0.5288611473
2868	0.5288246965
2869	0.5287800037
2870	0.5287422453
2871	0.5287035355
2872	0.5286476329
2873	0.5286001343
2874	0.5285705315
2875	0.5285438672
2876	0.5285089205
2877	0.5284617072
2878	0.5284241494
2879	0.5283965656
2880	0.5283545543
2881	0.5283169144
2882	0.5282808357
2883	0.5282486457
2884	0.5282063062
2885	0.5281130131
2886	0.5280850592
2887	0.5280415889
2888	0.5280026229
2889	0.527943535
2890	0.527900258
2891	0.5278548162
2892	0.5278252089
2893	0.5277837858
2894	0.5277583861
2895	0.5277262761
2896	0.5276700463
2897	0.5276320034
2898	0.5275940137
2899	0.5275375275
2900	0.5274986174
2901	0.5274613453
2902	0.527431026
2903	0.5274012457
2904	0.5273651043
2905	0.5273268716
2906	0.5272832643
2907	0.5272540726
2908	0.5272204581
2909	0.5271898638
2910	0.5271283526
2911	0.5270767985
2912	0.527052727
2913	0.5270121016
2914	0.5269814952
2915	0.5269340516
2916	0.52690247
2917	0.5268527046
2918	0.5268240491
2919	0.5267750232
2920	0.5267270196
2921	0.5267042392
2922	0.5266611405
2923	0.5266226699
2924	0.5265757171
2925	0.5265508009
